Identifiant unique ,Données renseignées de l'AMAP ,,,,,"Commune, code commune INSEE",,Bassin de vie,,Zone d'emploi,,Coordonnées,,Autre,
id,amap,adresse,rue,code_postal,commune_renseignee,commune_corrigee,CODGEO,BV2022,LIBBV2022,ZE2020,LIBZE2020,latitude,longitude,doublon (1 si oui),Rq
id_98,Amap Le Potager Des Essarts,"21 Rue du Parc
69500
Bron",21 Rue du Parc,CP_69500,Bron,Bron,CI_69029,BV_69123,Lyon,ZE_8421,Lyon,"45,7322417","4,8924413",,
id_99,Amap Le Tournan Vert De Lombez,"L'Hiver : Salle De La Ramondère Et L'Été : Halle Couverte, Place De La Cathédrale
32220
Lombez","L'Hiver : Salle De La Ramondère Et L'Été : Halle Couverte, Place De La Cathédrale",CP_32220,Lombez,Lombez,CI_32213,BV_32410,Samatan,ZE_7604,Auch,43.4744301,0.9103515,,
id_100,Amap Le Verger De Luce,"Cour De L'École
32600
Aurade",Cour De L'École,CP_32600,Aurade,Auradé,CI_32016,BV_32160,L'Isle-Jourdain,ZE_7625,Toulouse,43.6625,1.0239,,
id_101,Amap Les Biaux Légumes - Agglo Grenobloise,"150 Rue Emile Cros
38220
Vizille",150 Rue Emile Cros,CP_38220,Vizille,Vizille,CI_38562,BV_38562,Vizille,ZE_8409,Grenoble,"45,0739243","5,772739",,
id_102,Amap Les Bios De Feuilly,"Rue Michelet
69800
Saint-Priest",Rue Michelet,CP_69800,Saint-Priest,Saint-Priest,CI_69290,BV_69123,Lyon,ZE_8421,Lyon,"45,7026573","4,9289867",,
id_103,Amap Les Courgettes De Notre Dame,"Avenue de l'Europe
03100
Montluçon",Avenue de l'Europe,CP_03100,Montluçon,Montluçon,CI_03185,BV_03185,Montluçon,ZE_8423,Montluçon,"46,3496893","2,5974392",,
id_104,Amap Les Cuves D'Abondance,"4 Rue Pierre de Coubertin
38360
Sassenage",4 Rue Pierre de Coubertin,CP_38360,Sassenage,Sassenage,CI_38474,BV_38185,Grenoble,ZE_8409,Grenoble,"45,21332455","5,672191375",,
id_105,Amap Les Epicureuils,"10 Avenue du Gresivaudan
38130
Échirolles",10 Avenue du Gresivaudan,CP_38130,Échirolles,Échirolles,CI_38151,BV_38185,Grenoble,ZE_8409,Grenoble,"45,1525114","5,7041437",,
id_106,Amap Les Ouches,"38 Avenue Marx Dormoy
03100
Montluçon",38 Avenue Marx Dormoy,CP_03100,Montluçon,Montluçon,CI_03185,BV_03185,Montluçon,ZE_8423,Montluçon,"46,3381803","2,5974783",,
id_107,Amap Les Pampilles Du Foron,"Sous La Grenette
74800
La Roche-Sur-Foron",Sous La Grenette,CP_74800,La Roche-Sur-Foron,La Roche-sur-Foron,CI_74224,BV_74224,La Roche-sur-Foron,ZE_8416,Le Genevois Français,46.0522,6.3314,,
id_108,Amap Les Paniers De La Besbre,"216, Route De La Gare
03290
Dompierre-Sur-Besbre","216, Route De La Gare",CP_03290,Dompierre-Sur-Besbre,Dompierre-sur-Besbre,CI_03102,BV_03102,Dompierre-sur-Besbre,ZE_8424,Moulins,46.4761,3.6366,,
id_109,Amap Les Paniers de l'Abbaye,"25 Rue de l'Abbaye
60138
Chiry-Ourscamp",25 Rue de l'Abbaye,CP_60138,Chiry-Ourscamp,Chiry-Ourscamp,CI_60150,BV_60636,Thourotte,ZE_3210,Compiègne,"49,5295979","2,9748057",,
id_110,Amap Les Paniers De Nizerel,"Lieu Dit Nizerel
01190
Saint-Bénigne",Lieu Dit Nizerel,CP_01190,Saint-Bénigne,Saint-Bénigne,CI_01337,BV_01305,Pont-de-Vaux,ZE_0059,Mâcon,46.4061,4.9161,,
id_111,Amap Les Paniers De Rolland,"113 Boulevard Joliot Curie
38600
Fontaine",113 Boulevard Joliot Curie,CP_38600,Fontaine,Fontaine,CI_38169,BV_38185,Grenoble,ZE_8409,Grenoble,"45,197004","5,6936084",,
id_112,Amap Les Paniers Des 3 Jardins,"R des Ecoles
74100
Ambilly",R des Ecoles,CP_74100,Ambilly,Ambilly,CI_74008,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,1979413","6,2257012",,
id_113,Amap Les Paniers Du Chablais,"Av de Saint Disdille
74200
Thonon-les-Bains",Av de Saint Disdille,CP_74200,Thonon-les-Bains,Thonon-les-Bains,CI_74281,BV_74281,Thonon-les-Bains,ZE_8415,Le Chablais,"46,3936376","6,502986",,
id_114,Amap Les Paniers Du Corti,"R de la Ville
74240
Gaillard",R de la Ville,CP_74240,Gaillard,Gaillard,CI_74133,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,1827751","6,2124443",,
id_115,Amap Les Paniers Du Léman,"49 R du Lac
74200
Thonon-les-Bains",49 R du Lac,CP_74200,Thonon-les-Bains,Thonon-les-Bains,CI_74281,BV_74281,Thonon-les-Bains,ZE_8415,Le Chablais,"46,3640097","6,4450408",,
id_116,Amap Les Paniers Du Pic,"Salle Du Foyer (Derrière La Poste) - Route Nationale
09330
Montgailhard",Salle Du Foyer (Derrière La Poste) - Route Nationale,CP_09330,Montgailhard,Montgaillard,CI_09207,BV_09122,Foix,ZE_7612,Foix-Pamiers,42.9340383,1.6340702,,
id_117,Amap Les Papilles Du Granier - Gresivaudan,"Chemin des Ecoliers
38530
Chapareillan",Chemin des Ecoliers,CP_38530,Chapareillan,Chapareillan,CI_38075,BV_38314,Pontcharra,ZE_8409,Grenoble,"45,4672061","5,9878673",,
id_118,Amap Les Tilleuls,"8 Rue du Pavillon Chinois
42000
Saint-Étienne",8 Rue du Pavillon Chinois,CP_42000,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,447781","4,3799258",,
id_119,Amap L'Hirondelle De Rivage,"Route Des Villages
01250
Bohas-Meyriat-Rignat",Route Des Villages,CP_01250,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,CI_01245,BV_01072,Ceyzériat,ZE_8405,Bourg en Bresse,46.2177,5.3676,,
id_120,Amap Lumbin - Gresivaudan,"Za - Chemin Des Longs Prés
38660
Lumbin",Za - Chemin Des Longs Prés,CP_38660,Lumbin,Lumbin,CI_38214,BV_38511,Le Touvet,ZE_8409,Grenoble,"45,3019183","5,9093544",,
id_121,Amap Maison Bleue - Gresivaudan,"292 Chemin de Savardin
38330
Montbonnot-Saint-Martin",292 Chemin de Savardin,CP_38330,Montbonnot-Saint-Martin,Montbonnot-Saint-Martin,CI_38249,BV_38185,Grenoble,ZE_8409,Grenoble,"45,2274992","5,802829519",,
id_122,Amap Maison De La Nature,"82 Rue de la Richelandiere
42100
Saint-Étienne",82 Rue de la Richelandiere,CP_42100,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,4358784","4,4133097",,
id_123,Amap Méli Mélo Bio,"74150
Rumilly",,CP_74150,Rumilly,Rumilly,CI_74225,BV_74225,Rumilly,ZE_8401,Annecy,"45,8672156","5,9425679",,
id_124,Amap Mon Bio Panier,"8 Route de Saint Jean de Bournay
38300
Bourgoin-Jallieu",8 Route de Saint Jean de Bournay,CP_38300,Bourgoin-Jallieu,Bourgoin-Jallieu,CI_38053,BV_38053,Bourgoin-Jallieu,ZE_8406,Bourgoin-Jallieu,"45,5815339","5,2732999",,
id_125,Amap Nature En Terrasse,"5 Rue Saint Exupéry
42000
Saint-Étienne",5 Rue Saint Exupéry,CP_42000,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,4736389","4,5219976",,
id_126,Amap Neuvilloise,"Place du 8 Mai 1945
69250
Neuville-sur-Saône",Place du 8 Mai 1945,CP_69250,Neuville-sur-Saône,Neuville-sur-Saône,CI_69143,BV_69143,Neuville-sur-Saône,ZE_8421,Lyon,"45,8778115","4,8408826",,
id_127,Amap O Moulin De Saman,"Rue Jean Bonnet
03300
Cusset",Rue Jean Bonnet,CP_03300,Cusset,Cusset,CI_03095,BV_03310,Vichy,ZE_8432,Vichy,"46,1396643","3,4448187",,
id_128,Amap Pays De Vichy,"Rue Jean Bonnet
03300
Cusset",Rue Jean Bonnet,CP_03300,Cusset,Cusset,CI_03095,BV_03310,Vichy,ZE_8432,Vichy,"46,1396643","3,4448187",,
id_129,Amap Pays Du Gier,"Impasse Léon Marrel
42800
Rive-de-Gier",Impasse Léon Marrel,CP_42800,Rive-de-Gier,Rive-de-Gier,CI_42186,BV_42186,Rive-de-Gier,ZE_8428,Saint Etienne,"45,5277985","4,6180131",,
id_130,Amap Pays’Ages,"335 Rue des Mettanies
38530
Pontcharra",335 Rue des Mettanies,CP_38530,Pontcharra,Pontcharra,CI_38314,BV_38314,Pontcharra,ZE_8409,Grenoble,"45,4355024","6,0212079",,
id_131,Amap Polygone Scientifique Les Rayons De La Terre,"Rue Jules Horowitz
38000
Grenoble",Rue Jules Horowitz,CP_38000,Grenoble,Grenoble,CI_38185,BV_38185,Grenoble,ZE_8409,Grenoble,"45,2053365","5,6994417",,
id_132,"
Amap Pour Tous L'Arche","79 Avenue de la République
38170
Seyssinet-Pariset",79 Avenue de la République,CP_38170,Seyssinet-Pariset,Seyssinet-Pariset,CI_38485,BV_38185,Grenoble,ZE_8409,Grenoble,"45,179146","5,6971957",,
id_133,Amap Pousses Amapouces - Sud Isere,"Zi Des Marais
38350
La Mure",Zi Des Marais,CP_38350,La Mure,La Mure,CI_38269,BV_38269,La Mure,ZE_8409,Grenoble,"44,9336348","5,785843555",,
id_134,AMAP Produire Et Consommer Autrement,"11 Chemin des Guérets
07130
Saint-Péray",11 Chemin des Guérets,CP_07130,Saint-Péray,Saint-Péray,CI_07281,BV_26362,Valence,ZE_8431,Valence,"44,9491511","4,8509562",,
id_135,"
Amap Remue-Méninges","43 Rue Michelet
42000
Saint-Étienne",43 Rue Michelet,CP_42000,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,431892","4,3905892",,
id_136,Amap Saint Agreve,"07320
Saint-Agrève",,CP_07320,Saint-Agrève,Saint-Agrève,CI_07204,BV_43051,Le Chambon-sur-Lignon,ZE_8420,Les Sources de la Loire,"45,0100141","4,3950488",,
id_137,Amap Saint Pierre D'Albigny,"88 Av du Grand Arc
73250
Saint-Pierre-d'Albigny",88 Av du Grand Arc,CP_73250,Saint-Pierre-d'Albigny,Saint-Pierre-d'Albigny,CI_73270,BV_73270,Saint-Pierre-d'Albigny,ZE_8407,Chambéry,"45,5694164","6,1588",,
id_138,"
Amap Saint Roch","66 Rue Francis Beaulier
42000
Saint-Etienne",66 Rue Francis Beaulier,CP_42000,Saint-Etienne,Saint-Etienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,45.43389,4.39,,
id_139,Amap Saint-Cyr-Sur-Menthon,"53 Allee des Echazeaux
01380
Saint-Cyr-sur-Menthon",53 Allee des Echazeaux,CP_01380,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon,CI_01343,BV_71270,Mâcon,ZE_0059,Mâcon,"46,2560122","4,9662129",,
id_140,Amap Saint-Jacques,"63000
Clermont-Ferrand",,CP_63000,Clermont-Ferrand,Clermont-Ferrand,CI_63113,BV_63113,Clermont-Ferrand,ZE_8408,Clermont-Ferrand,"45,7774551","3,0819427",,
id_141,Amap Sofradir Pt'Ite Salade - Agglo Grenobloise,"364 Route de Valence
38113
Veurey-Voroize",364 Route de Valence,CP_38113,Veurey-Voroize,Veurey-Voroize,CI_38540,BV_38565,Voreppe,ZE_8409,Grenoble,"45,2561805","5,6280196",,
id_142,Amap Terr' Ain D'Entente,"Rue du Boule
01260
Champagne-en-Valromey",Rue du Boule,CP_01260,Champagne-en-Valromey,Champagne-en-Valromey,CI_01079,BV_01034,Belley,ZE_8404,Belley,"45,9052534","5,6772835",,
id_143,Amap Terra Nostra - Gresivaudan,"574 Avenue du Gresivaudan
38570
Tencin",574 Avenue du Gresivaudan,CP_38570,Tencin,Tencin,CI_38501,BV_38511,Le Touvet,ZE_8409,Grenoble,"45,3129472","5,9622462",,
id_144,Amap Tetra'Map - Gresivaudan,"Route Des 3 Villages
38660
Saint-Hilaire",Route Des 3 Villages,CP_38660,Saint-Hilaire,Plateau-des-Petites-Roches,CI_38395,BV_38140,Crolles,ZE_8409,Grenoble,"45,3255961","5,8983448",,
id_145,Amap Theys - Gresivaudan,"38570
Theys",,CP_38570,Theys,Theys,CI_38504,BV_38511,Le Touvet,ZE_8409,Grenoble,"45,3015475","5,9957494",,
id_146,Amap Uni Terre,"10 Rue de Belfort
69550
Amplepuis",10 Rue de Belfort,CP_69550,Amplepuis,Amplepuis,CI_69006,BV_69006,Amplepuis,ZE_8430,Tarare,"45,970652","4,3326024",,
id_147,Amap Vert À Soie,"01640
Jujurieux",,CP_01640,Jujurieux,Jujurieux,CI_01199,BV_01004,Ambérieu-en-Bugey,ZE_8405,Bourg en Bresse,"46,039732","5,4089802",,
id_148,Amap Vert Chez Vous - Agglo Grenobloise,"Impasse des Glairons
38360
Noyarey",Impasse des Glairons,CP_38360,Noyarey,Noyarey,CI_38281,BV_38185,Grenoble,ZE_8409,Grenoble,"45,2365643","5,6370905",,
id_149,Amap Vert De Terre,"11 Rue De Bat-Yan
69100
Villeurbanne",11 Rue De Bat-Yan,CP_69100,Villeurbanne,Villeurbanne,CI_69266,BV_69123,Lyon,ZE_8421,Lyon,45.7667,4.8833,,
id_150,"
Amap Vert De Terre - Vercors","30 Rue Du Professeur Beaudoing
38250
Villard-De-Lans",30 Rue Du Professeur Beaudoing,CP_38250,Villard-De-Lans,Villard-de-Lans,CI_38548,BV_38548,Villard-de-Lans,ZE_8409,Grenoble,"45,0718069","5,5581524",,
id_151,"
Amap Villars","Chemin du Marthourey
42390
Villars",Chemin du Marthourey,CP_42390,Villars,Villars,CI_42330,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,4658258","4,3544027",,
id_152,Amap Villefontaine - Nord Isere,"Rue Pasteur
38090
Villefontaine",Rue Pasteur,CP_38090,Villefontaine,Villefontaine,CI_38553,BV_38553,Villefontaine,ZE_8406,Bourgoin-Jallieu,"45,6070144","5,1479792",,
id_153,Amapanière - Gresivaudan,"Les Bayardières
38420
Domène",Les Bayardières,CP_38420,Domène,Domène,CI_38150,BV_38185,Grenoble,ZE_8409,Grenoble,45.2139,5.8582,,
id_154,Amap'Apille D'Or,"1 Rue Jean-baptiste Anjolvy
69270
Couzon-au-Mont-d'Or",1 Rue Jean-baptiste Anjolvy,CP_69270,Couzon-au-Mont-d'Or,Couzon-au-Mont-d'Or,CI_69068,BV_69123,Lyon,ZE_8421,Lyon,"45,8490962","4,8312982",,
id_155,Amapautrement,"1 Place de l'Hotel-de-ville
15300
Murat",1 Place de l'Hotel-de-ville,CP_15300,Murat,Murat,CI_15138,BV_15138,Murat,ZE_8429,Saint Flour,"45,1105681","2,8694051",,
id_156,Amapentes,"La Passerelle D’Eau De Robec 21 Rue Des Capucins
69001
Lyon",La Passerelle D’Eau De Robec 21 Rue Des Capucins,CP_69001,Lyon,LYON 01,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,45.7694823,4.8346038,,
id_157,Amap'Hort,"Place Jules Ferry
01500
Ambérieu-en-Bugey",Place Jules Ferry,CP_01500,Ambérieu-en-Bugey,Ambérieu-en-Bugey,CI_01004,BV_01004,Ambérieu-en-Bugey,ZE_8405,Bourg en Bresse,"45,9598276","5,3573643",,
id_158,Amaplace Sur La Terre,"74700
Domancy",,CP_74700,Domancy,Domancy,CI_74103,BV_74256,Sallanches,ZE_8418,Le Mont Blanc,"45,9126189","6,6490124",,
id_159,Amaplanète,"Rue du Maniglier
38530
Pontcharra",Rue du Maniglier,CP_38530,Pontcharra,Pontcharra,CI_38314,BV_38314,Pontcharra,ZE_8409,Grenoble,"45,4305288","6,0193934",,
id_160,Amap'Monde De Lablachere,"07230
Lablachère",,CP_07230,Lablachère,Lablachère,CI_07117,BV_07110,Joyeuse,ZE_8402,Aubenas,"44,4652484","4,2134846",,
id_161,"
Amapoisilienne","74330
Poisy",,CP_74330,Poisy,Poisy,CI_74213,BV_74010,Annecy,ZE_8401,Annecy,"45,9220363","6,0626528",,
id_162,Amap'Om Val D'Azergues,"Avenue de la Gare
69380
Marcilly-d'Azergues",Avenue de la Gare,CP_69380,Marcilly-d'Azergues,Marcilly-d'Azergues,CI_69125,BV_69143,Neuville-sur-Saône,ZE_8421,Lyon,"45,8732969","4,7249285",,
id_163,Amap'Opote - Villard Bonnot - Le Versoud - Gresivaudan,"Chemin du Berlioz
38190
Villard-Bonnot",Chemin du Berlioz,CP_38190,Villard-Bonnot,Villard-Bonnot,CI_38547,BV_38185,Grenoble,ZE_8409,Grenoble,"45,2513501","5,8960135",,
id_164,Amapopote Lyonnaise,"3 Rue Félissent
69007
Lyon",3 Rue Félissent,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7529926","4,8414742",,
id_165,Amaporte,"Rue des Prolières
69270
Fontaines-Saint-Martin",Rue des Prolières,CP_69270,Fontaines-Saint-Martin,Fontaines-Saint-Martin,CI_69087,BV_69123,Lyon,ZE_8421,Lyon,"45,8458854","4,8583818",,
id_166,Amaporte,"07360
Les Ollières-sur-Eyrieux",,CP_07360,Les Ollières-sur-Eyrieux,Les Ollières-sur-Eyrieux,CI_07167,BV_07186,Privas,ZE_8402,Aubenas,"44,8046991","4,6154284",,
id_167,Amap'Orte Miribel,"1104 Grande Rue
01700
Miribel",1104 Grande Rue,CP_01700,Miribel,Miribel,CI_01249,BV_69123,Lyon,ZE_8421,Lyon,"45,824435","4,954184",,
id_168,Amaposi,"138 Avenue des Frères Lumière
69008
Lyon",138 Avenue des Frères Lumière,CP_69008,Lyon,LYON 08,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7432443","4,8705184",,
id_169,Amap'Ouilles,"993 Route de la Grange Masson
69460
Saint-Étienne-des-Oullières",993 Route de la Grange Masson,CP_69460,Saint-Étienne-des-Oullières,Saint-Étienne-des-Oullières,CI_69197,BV_69264,Villefranche-sur-Saône,ZE_8434,Villefranche-sur-Saône,"46,0640389","4,6306852",,
id_170,Amap'Oull,"3 Rue Barbusse
69600
Oullins",3 Rue Barbusse,CP_69600,Oullins,Oullins,CI_69149,BV_69123,Lyon,ZE_8421,Lyon,"45,7091964","4,8148812",,
id_171,"
Amap'Oz Bio","Chemin des Gonnardières
38560
Champ-sur-Drac",Chemin des Gonnardières,CP_38560,Champ-sur-Drac,Champ-sur-Drac,CI_38071,BV_38562,Vizille,ZE_8409,Grenoble,"45,078988","5,7281879",,
id_172,Amapp Des Jardins De La Coline,"Salle Communale Des Echevins (Proche Mairie)
03500
Saint-Pourçain-Sur-Sioule",Salle Communale Des Echevins (Proche Mairie),CP_03500,Saint-Pourçain-Sur-Sioule,Saint-Pourçain-sur-Sioule,CI_03254,BV_03254,Saint-Pourçain-sur-Sioule,ZE_8432,Vichy,46.30734634399414,3.289290189743042,,
id_173,Amaprof,"5 Rue Anselme
69004
Lyon",5 Rue Anselme,CP_69004,Lyon,LYON 04,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7736092","4,8210317",,
id_174,"
Amap'Tite Marmite","Rue Léon Sestier
38000
Grenoble",Rue Léon Sestier,CP_38000,Grenoble,Grenoble,CI_38185,BV_38185,Grenoble,ZE_8409,Grenoble,"45,1866199","5,7046916",,
id_175,"
Appam'Amap","Cuisine De La Salle Du Jeu Du Mail - Avenue Du Jeu Du Mail
09100
Pamiers",Cuisine De La Salle Du Jeu Du Mail - Avenue Du Jeu Du Mail,CP_09100,Pamiers,Pamiers,CI_09225,BV_09225,Pamiers,ZE_7612,Foix-Pamiers,43.12163543701172,1.606907606124878,,
id_176,"
La ferme de Gurin","La ferme de Gurin
07340
Peaugres",La ferme de Gurin,CP_07340,Peaugres,Peaugres,CI_07172,BV_07010,Annonay,ZE_8433,Vienne-Annonay,45.287265,4.7285863,,
id_177,Aubamap,"11 Rue Beaudonnat
63170
Aubière",11 Rue Beaudonnat,CP_63170,Aubière,Aubière,CI_63014,BV_63113,Clermont-Ferrand,ZE_8408,Clermont-Ferrand,"45,75665185","3,116296138",,
id_178,Bissamap,"12 Rue de l'Oratoire
69300
Caluire-et-Cuire",12 Rue de l'Oratoire,CP_69300,Caluire-et-Cuire,Caluire-et-Cuire,CI_69034,BV_69123,Lyon,ZE_8421,Lyon,"45,7841781","4,8404962",,
id_179,Bonamapetit,"53 Avenue Paul Krüger
69100
Villeurbanne",53 Avenue Paul Krüger,CP_69100,Villeurbanne,Villeurbanne,CI_69266,BV_69123,Lyon,ZE_8421,Lyon,"45,755949","4,8960406",,
id_180,C'Est De Saison,"Place du Pradou
26770
Taulignan",Place du Pradou,CP_26770,Taulignan,Taulignan,CI_26348,BV_84138,Valréas,ZE_0064,Valréas,"44,4426858","4,978888144",,
id_181,Cheires Amap,"Chemin Des Écoliers Aydat
63970
Aydat",Chemin Des Écoliers Aydat,CP_63970,Aydat,Aydat,CI_63026,BV_63113,Clermont-Ferrand,ZE_8408,Clermont-Ferrand,"45,6614354","2,9746567",,
id_182,Club Enverts - Ens,"Bde 15 Parvis René Descartes
69007
Lyon",Bde 15 Parvis René Descartes,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,45.7330653,4.8340167,,
id_183,Collectif Prodconso St Donat 1,"Mjc St Donas
26260
Saint-Donat-Sur-L'Herbasse",Mjc St Donas,CP_26260,Saint-Donat-Sur-L'Herbasse,Saint-Donat-sur-L'Herbasse,CI_26301,BV_26301,Saint-Donat-sur-l'Herbasse,ZE_8427,Romans sur Isère,45.1198,4.9843,,
id_184,Coluche,"42 Bis Rue André Chénier
26100
Romans-Sur-Isère",42 Bis Rue André Chénier,CP_26100,Romans-Sur-Isère,Romans-sur-Isère,CI_26281,BV_26281,Romans-sur-Isère,ZE_8427,Romans sur Isère,"45,0503649","5,055812",,
id_185,Combe De Camelot - Challes Les Eaux,"73190
Challes-les-Eaux",,CP_73190,Challes-les-Eaux,Challes-les-Eaux,CI_73064,BV_73065,Chambéry,ZE_8407,Chambéry,"45,5482519","5,9831637",,
id_186,Emblamap,"D 77
43800
Beaulieu",D 77,CP_43800,Beaulieu,Beaulieu,CI_43021,BV_43268,Yssingeaux,ZE_8419,Le Puy en Velay,"45,1311667","3,9407624",,
id_187,Guill'Amap,"38 Rue Camille Roy
69007
Lyon",38 Rue Camille Roy,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7452349","4,8479755",,
id_188,Ins'Amap,"20 Avenue Albert Einstein
69100
Villeurbanne",20 Avenue Albert Einstein,CP_69100,Villeurbanne,Villeurbanne,CI_69266,BV_69123,Lyon,ZE_8421,Lyon,"45,786218","4,8781033",,
id_189,Isaramap,"23 Rue Jean Baldassini
69007
Lyon",23 Rue Jean Baldassini,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7278086","4,8364672",,
id_190,Jur'Ainsienne,"21 Rue Jules Michelet
01100
Oyonnax",21 Rue Jules Michelet,CP_01100,Oyonnax,Oyonnax,CI_01283,BV_01283,Oyonnax,ZE_8425,Oyonnax,"46,259764","5,654655",,
id_191,Just'Bio,"Gymnase
43240
Saint-Just-Malmont",Gymnase,CP_43240,Saint-Just-Malmont,Saint-Just-Malmont,CI_43205,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,3367373","4,312442",,
id_192,La Coccinelle De Haute Savoie,"24 Rue de la Paix
74240
Gaillard",24 Rue de la Paix,CP_74240,Gaillard,Gaillard,CI_74133,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,1841532","6,2063005",,
id_193,La Croisée Des Chemins - La Rochette,"1215 Route De Verel De Montbel
73110
La Rochette",1215 Route De Verel De Montbel,CP_73110,La Rochette,Valgelon-la-Rochette,CI_73215,BV_73215,Valgelon-La Rochette,ZE_8407,Chambéry,45.4444,6.0989,,
id_194,La Dent De Con,"Plan D'Eau De Marthod
73400
Marthod",Plan D'Eau De Marthod,CP_73400,Marthod,Marthod,CI_73153,BV_73303,Ugine,ZE_8413,La Tarentaise,45.7508,6.4161,,
id_195,"
La Distrib Des Gros Colis","25 Rue Jaboulay
69007
Lyon",25 Rue Jaboulay,CP_69007,Lyon,LYON 07,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7485459","4,8377109",,
id_196,La Faucille Et Le Poireau,"Avenue de la Liberté
69170
Tarare",Avenue de la Liberté,CP_69170,Tarare,Tarare,CI_69243,BV_69243,Tarare,ZE_8430,Tarare,"45,8977675","4,4320364",,
id_197,La Graine Biolande,"Rue du 19 Mars 1962
69780
Mions",Rue du 19 Mars 1962,CP_69780,Mions,Mions,CI_69283,BV_69123,Lyon,ZE_8421,Lyon,"45,6647029","4,9578411",,
id_198,La Main À L'Amap,"Route de la Tallebarde
69460
Blacé",Route de la Tallebarde,CP_69460,Blacé,Blacé,CI_69023,BV_69264,Villefranche-sur-Saône,ZE_8434,Villefranche-sur-Saône,"46,0496015","4,6549791",,
id_199,La Ronde Des Légumes,"74160
Feigères",,CP_74160,Feigères,Feigères,CI_74124,BV_74243,Saint-Julien-en-Genevois,ZE_8416,Le Genevois Français,"46,1131433","6,0810838",,
id_200,"
La Soupagère","11 Rue Gérard Philipe
69500
Bron",11 Rue Gérard Philipe,CP_69500,Bron,Bron,CI_69029,BV_69123,Lyon,ZE_8421,Lyon,"45,742014","4,9183147",,
id_201,Label Et La Blette,"4 Rue Bodin
69001
Lyon",4 Rue Bodin,CP_69001,Lyon,LYON 01,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7738023","4,8358038",,
id_202,Lamap - Chambéry Centre,"256 R de la Republique
73000
Chambéry",256 R de la Republique,CP_73000,Chambéry,Chambéry,CI_73065,BV_73065,Chambéry,ZE_8407,Chambéry,"45,563875","5,925742711",,
id_203,Le Bio Corti,"104 R de la Republique
73200
Albertville",104 R de la Republique,CP_73200,Albertville,Albertville,CI_73011,BV_73011,Albertville,ZE_8413,La Tarentaise,"45,6753012","6,3885405",,
id_204,Le Bistrot À Tisser,"53 Rue Charles Richard
69003
Lyon",53 Rue Charles Richard,CP_69003,Lyon,LYON 03,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7496084","4,8883487",,
id_205,Le Bons Panier,"74890
Bons-en-Chablais",,CP_74890,Bons-en-Chablais,Bons-en-Chablais,CI_74043,BV_74043,Bons-en-Chablais,ZE_8416,Le Genevois Français,"46,264918","6,3702817",,
id_206,Le Court Bouillon - Chambéry,"87 Rue Ste Rose
73000
Chambéry",87 Rue Ste Rose,CP_73000,Chambéry,Chambéry,CI_73065,BV_73065,Chambéry,ZE_8407,Chambéry,"45,5663747","5,9355329",,
id_207,Le Gout Nature,"20 Avenue Jean Moulin
26500
Bourg-lès-Valence",20 Avenue Jean Moulin,CP_26500,Bourg-lès-Valence,Bourg-lès-Valence,CI_26058,BV_26362,Valence,ZE_8431,Valence,"44,9506529","4,8993412",,
id_208,Le Panier De Simone,"45 Rue Vaubecour
69002
Lyon",45 Rue Vaubecour,CP_69002,Lyon,LYON 02,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7517653","4,8247349",,
id_209,Le Panier Des Aravis,"3 R du Chanoine Pochat Baron
74230
Thônes",3 R du Chanoine Pochat Baron,CP_74230,Thônes,Thônes,CI_74280,BV_74280,Thônes,ZE_8401,Annecy,"45,8837604","6,3290404",,
